1.665576268369458601e-01,7.866971655918110207e-01,5.555289209066458511e-01,8.153376823075655366e-01,8.516498894572893663e-01,6.848677496899771011e-01,7.271223026133283307e-01,2.765985246826454524e-01,2.385177117136066949e-01,2.581590097136349238e-01,5.156273410853163819e-01,1.905925223313044148e-01,3.528719906768518211e-02,9.568414359423002002e-01,3.081769331674015788e-01,9.737774260429884476e-01,7.611663260845346057e-01,4.619333728057042343e-01,7.311915201389360686e-01,3.325777053975552677e-01,7.096605887845489624e-01,2.050181714586610804e-01,6.798259460981784796e-01,9.469537217035571830e-01,4.594141514108180946e-01
5.261907130839748037e-01,9.800939639826375949e-01,1.568294971929233839e-01,4.157850940113603233e-01,6.191022273674262610e-01,2.463695807442738417e-01,7.881584722861778580e-01,1.073650941012938009e-02,9.009969941755694434e-01,2.607031797451090371e-01,9.418878813790931837e-02,2.821142760130983529e-01,1.626175238348120944e-01,8.279693676239211486e-01,9.721977709181881533e-01,8.357433701571226337e-01,3.405010515556569084e-01,7.620372416543808036e-01,5.251508431863782800e-01,3.496052210373433722e-01,6.016242409476068032e-01,8.150413291979996533e-02,1.460541868721488834e-01,7.932037335678122636e-01,5.912354807495274756e-01
9.066280559160599939e-02,5.546022984253519139e-01,5.512647016791133447e-01,2.534549310293527924e-01,9.272955518777045159e-01,4.984186079506778277e-01,3.130653671168578400e-01,8.000783270158685623e-01,8.864222145407214537e-01,2.408163912228892256e-01,1.062939001001884654e-01,5.354007798950586317e-01,6.091672086348663973e-01,3.652322829556954309e-01,2.536894012679082877e-01,4.647729480813357350e-01,3.246929529953541671e-01,5.072482861863236714e-03,8.157233209347589664e-01,4.792891476936389505e-02,7.326105878903099722e-02,3.327301951497487753e-01,3.778178470880193540e-01,1.101199434726090054e-01,1.198219187369273797e-01
2.658633430692015631e-01,3.570341627719099131e-01,5.195056260813337712e-01,5.886445371216061373e-01,9.076040072142833592e-01,3.895670958462619238e-01,2.090681851511388967e-02,6.604791703023238369e-01,7.963360012296899493e-01,3.363543839358191789e-01,8.275954062023224145e-01,9.594835197945782435e-01,1.960196303087432534e-01,4.844303099232140086e-01,3.528682934199889321e-01,9.161380046845589709e-01,6.367194091357679664e-01,1.155541461084670374e-01,2.675959401086824840e-01,9.802150334659749387e-01,6.540717072623382089e-01,7.271989695034920542e-01,9.486793171985459239e-01,3.814903739133364002e-01,4.357919110914313388e-01
3.315077657522014221e-02,2.745604266332459797e-01,8.932158445906749344e-01,5.330778678993870479e-01,9.196516798058319564e-01,2.425368745373805979e-01,8.210204796828168838e-02,4.092227822775578172e-01,9.418084481287928300e-01,1.314267006241062186e-01,5.020873389337097148e-01,4.511676618613502665e-01,5.216885034070544158e-01,8.675616586769182570e-01,8.182698835637131074e-01,5.813543813860165832e-01,9.975121510036747408e-01,5.892867673144184248e-01,7.445612798269084509e-01,1.442449046113721822e-01,4.797167078528241646e-01,8.043187228472595818e-01,2.146092936837707965e-01,2.811785113557010440e-01,4.739986871074537422e-01
3.805051675284728541e-01,9.172367254876900855e-01,9.168695782735929445e-01,1.536714639945567784e-01,4.452536238521671574e-01,3.853998808454933700e-01,2.165080804031624950e-01,8.004343695433442374e-01,7.059084706731773018e-01,5.851950699258665622e-01,5.985700727504674745e-01,9.307542316595835974e-01,4.526853370913428432e-01,5.318500247571860129e-01,2.508983144572236590e-01,3.393247168137595304e-01,6.512399657677299114e-01,2.645088253554758184e-01,6.037449082025376779e-01,2.196531249179246581e-01,9.652209872668988666e-01,9.690608816177814777e-02,5.075625494636432089e-01,8.325108749930505425e-01,4.471669517054155385e-02
3.029357755192366719e-01,6.950413235639177900e-01,6.447055381736508384e-01,1.962804208957185104e-01,8.970090337216843901e-01,1.650467739651115817e-01,8.460807692908165478e-01,3.891360512129015126e-01,6.429572124496168994e-01,6.275070163419620428e-01,5.392909801160621353e-01,7.131778065838468850e-01,7.479396862860243633e-02,5.380193546184298681e-01,6.918940174962048273e-01,1.429580480981752499e-01,7.600162592181276544e-01,4.251130870880703849e-02,9.332655255999533495e-01,3.330070198112824453e-01,8.874840303652310469e-01,4.032218268776366354e-02,3.879237945418689826e-02,6.350517218008538967e-01,7.856572036796671821e-02
6.431640458900781399e-01,4.481467234419557188e-01,4.081068635695725977e-01,5.154028581455272207e-01,7.104970232220356730e-01,7.337185180649764549e-01,1.271525907852388837e-02,9.204081774698714691e-01,2.523590657261159942e-01,3.387818509757366536e-01,1.767014658949475070e-01,7.333698547592021333e-01,6.495711552463213634e-01,5.507206711740597616e-01,9.788606563298184460e-01,5.956200925141230673e-02,4.983786142472320657e-01,5.850526011512178215e-01,3.011702218190095426e-01,8.154333012070240638e-01,2.304671077603213103e-01,5.920159946095261416e-01,6.053363900548450749e-01,5.117849199240795954e-01,9.699617346756628233e-01
7.011650115954159990e-01,9.093447690363866132e-01,5.061719289349305706e-01,5.167925515482744148e-01,9.136700769901333619e-01,4.802536085681735623e-01,5.142545640762633541e-01,9.099939178619749214e-01,3.894593366418134250e-01,1.603019780158392305e-01,7.249102726890932491e-01,2.564590295996900249e-01,5.327781941124102305e-01,2.382257855213762987e-01,9.271315320378451519e-01,7.459459962472485550e-01,3.050426158222581119e-01,2.151924775596628647e-01,4.223818542561785794e-01,7.962743086097120448e-01,1.064405434011292950e-01,7.253490973257278318e-01,5.408684314498073409e-01,4.780014536768547595e-01,7.217553693885747634e-02
9.456454062382391168e-02,5.826360154250262990e-01,3.405548545604306643e-01,6.627823679343456398e-01,9.183290056272007673e-01,2.093907368387541990e-01,6.466719477510796121e-01,1.334844856435901672e-01,3.823432508674858843e-01,1.120700151026182700e-01,8.084706325820757433e-01,9.918675435385999606e-01,1.781867296712739135e-01,5.308683729753993497e-02,9.598310971582830753e-01,4.028780414500487961e-01,5.247712903672238083e-01,8.418461620018110603e-01,6.860167748447567604e-01,5.848728782328798115e-01,4.947946238187377332e-01,7.532206068322337966e-01,6.274758807990963305e-01,3.781285022247815597e-02,4.463471554189181179e-01
